Date,Day,Month,Year,Customer_Age,Age_Group,Customer_Gender,Country,State,Product_Category,Sub_Category,Product,Order_Quantity,Unit_Cost,Unit_Price,Profit,Cost,Revenue
16/2/2014,16,February,2014,30,Young Adults (25-34),F,Germany,Saarland,Clothing,Gloves,"Half-Finger Gloves, L",10,9,24,107,90,197
12/4/2014,12,April,2014,32,Young Adults (25-34),F,United Kingdom,England,Accessories,Bottles and Cages,Water Bottle - 30 oz.,12,2,5,34,24,58
18/10/2013,18,October,2013,58,Adults (35-64),F,United Kingdom,England,Bikes,Mountain Bikes,"Mountain-200 Silver, 42",1,1266,2320,961,1266,2227
13/4/2014,13,April,2014,51,Adults (35-64),M,United States,California,Clothing,Shorts,"Women's Mountain Shorts, L",11,26,70,469,286,755
9/5/2016,9,May,2016,50,Adults (35-64),F,Germany,Hessen,Accessories,Tires and Tubes,LL Mountain Tire,10,9,25,143,90,233
29/11/2015,29,November,2015,33,Young Adults (25-34),F,Australia,New South Wales,Accessories,Cleaners,Bike Wash - Dissolver,10,3,8,40,30,70
18/6/2013,18,June,2013,29,Young Adults (25-34),F,Australia,Tasmania,Bikes,Mountain Bikes,"Mountain-500 Silver, 44",1,308,565,150,308,458
18/4/2014,18,April,2014,20,Youth (<25),F,Australia,Queensland,Accessories,Bottles and Cages,Water Bottle - 30 oz.,25,2,5,55,50,105
12/4/2016,12,April,2016,39,Adults (35-64),F,Canada,British Columbia,Bikes,Road Bikes,"Road-250 Red, 48",1,1519,2443,900,1519,2419
22/2/2016,22,February,2016,33,Young Adults (25-34),F,Germany,Hamburg,Bikes,Mountain Bikes,"Mountain-400-W Silver, 38",1,420,769,295,420,715
31/7/2014,31,July,2014,42,Adults (35-64),F,United States,California,Accessories,Tires and Tubes,Patch Kit/8 Patches,8,1,2,8,8,16
13/2/2016,13,February,2016,30,Young Adults (25-34),M,France,Seine (Paris),Accessories,Helmets,"Sport-100 Helmet, Red",23,13,35,361,299,660
26/1/2014,26,January,2014,28,Young Adults (25-34),M,Australia,Queensland,Accessories,Helmets,"Sport-100 Helmet, Black",1,13,35,16,13,29
16/11/2015,16,November,2015,35,Adults (35-64),M,Germany,Nordrhein-Westfalen,Accessories,Tires and Tubes,LL Road Tire,29,8,21,298,232,530
7/4/2014,7,April,2014,,,M,Australia,Victoria,Clothing,Gloves,"Half-Finger Gloves, S",14,9,24,139,126,265
18/2/2016,18,February,2016,49,Adults (35-64),F,United States,California,Accessories,Helmets,"Sport-100 Helmet, Blue",13,13,35,277,169,446
29/1/2014,29,January,2014,17,Youth (<25),F,United States,California,Accessories,Bottles and Cages,Road Bottle Cage,10,3,9,58,30,88
4/8/2013,4,August,2013,23,Youth (<25),M,Australia,Victoria,Accessories,Tires and Tubes,Patch Kit/8 Patches,30,1,2,17,30,47
2/6/2016,2,June,2016,18,Youth (<25),F,United States,California,Accessories,Bottles and Cages,Road Bottle Cage,1,3,9,6,3,9
17/2/2014,17,February,2014,33,Young Adults (25-34),M,Australia,New South Wales,Accessories,Bottles and Cages,Water Bottle - 30 oz.,19,2,5,45,38,83
26/2/2016,26,February,2016,41,Adults (35-64),M,Canada,British Columbia,Accessories,Bottles and Cages,Water Bottle - 30 oz.,24,2,5,71,48,119
29/9/2013,29,September,2013,20,Youth (<25),F,United States,California,Accessories,Tires and Tubes,ML Road Tire,28,9,25,434,252,686
21/2/2014,21,February,2014,25,Young Adults (25-34),F,Germany,Saarland,Bikes,Mountain Bikes,"Mountain-500 Silver, 42",1,308,565,155,308,463
16/8/2013,16,August,2013,38,Adults (35-64),M,Canada,British Columbia,Accessories,Bottles and Cages,Water Bottle - 30 oz.,5,2,5,15,10,25
19/9/2013,19,September,2013,45,Adults (35-64),F,United States,Washington,Accessories,Bottles and Cages,Water Bottle - 30 oz.,11,2,5,21,22,43
1/4/2014,1,April,2014,56,Adults (35-64),F,United States,Washington,Accessories,Helmets,"Sport-100 Helmet, Blue",27,13,35,386,351,737
13/5/2016,13,May,2016,35,Adults (35-64),M,France,Hauts de Seine,Bikes,Road Bikes,"Road-350-W Yellow, 48",1,1083,1701,499,1083,1582
30/7/2016,30,July,2016,35,Adults (35-64),F,United States,California,Accessories,Tires and Tubes,Mountain Tire Tube,21,2,5,61,42,103
30/9/2013,30,September,2013,21,Youth (<25),F,Canada,British Columbia,Accessories,Tires and Tubes,Patch Kit/8 Patches,16,1,2,16,16,32
24/9/2015,24,September,2015,59,Adults (35-64),F,United Kingdom,England,Accessories,Helmets,"Sport-100 Helmet, Red",7,13,35,144,91,235
6/9/2015,6,September,2015,23,Youth (<25),M,Australia,New South Wales,Bikes,Road Bikes,"Road-250 Black, 58",1,1555,2443,570,1555,2125
20/3/2016,20,March,2016,23,Youth (<25),M,United States,Oregon,Bikes,Touring Bikes,"Touring-1000 Yellow, 60",1,1482,2384,568,1482,2050
18/11/2015,18,November,2015,37,Adults (35-64),M,United States,California,Bikes,Mountain Bikes,"Mountain-400-W Silver, 46",3,420,769,1001,1260,2261
3/11/2013,3,November,2013,54,Adults (35-64),M,United States,Oregon,Bikes,Mountain Bikes,"Mountain-200 Black, 42",1,1252,2295,722,1252,1974
3/4/2016,3,April,2016,28,Young Adults (25-34),M,Australia,Victoria,Accessories,Tires and Tubes,Patch Kit/8 Patches,4,1,2,2,4,6
7/6/2014,7,June,2014,38,Adults (35-64),F,United States,California,Accessories,Bottles and Cages,Water Bottle - 30 oz.,11,2,5,32,22,54
30/6/2014,30,June,2014,26,Young Adults (25-34),F,France,Hauts de Seine,Accessories,Tires and Tubes,Road Tire Tube,11,1,4,30,11,41
8/10/2011,8,October,2011,41,Adults (35-64),F,Australia,New South Wales,Bikes,Mountain Bikes,"Mountain-400-W Silver, 38",4,420,769,996,1680,2676
25/5/2016,25,May,2016,38,Adults (35-64),F,Germany,Saarland,Accessories,Bottles and Cages,Water Bottle - 30 oz.,7,2,5,15,14,29
28/2/2014,28,February,2014,48,Adults (35-64),F,France,Hauts de Seine,Accessories,Tires and Tubes,Patch Kit/8 Patches,26,1,2,22,26,48
24/4/2011,24,April,2011,32,Young Adults (25-34),M,United States,California,Bikes,Road Bikes,"Road-750 Black, 48",3,344,540,556,1032,1588
16/11/2013,16,November,2013,24,Youth (<25),M,United States,California,Bikes,Road Bikes,"Road-150 Red, 52",1,2171,3578,1335,2171,3506
2/3/2014,2,March,2014,52,Adults (35-64),M,United Kingdom,England,Accessories,Helmets,"Sport-100 Helmet, Blue",17,13,35,350,221,571
30/12/2015,30,December,2015,34,Young Adults (25-34),F,France,Seine Saint Denis,Clothing,Jerseys,"Long-Sleeve Logo Jersey, S",9,38,50,27,342,369
9/6/2013,9,June,2013,38,Adults (35-64),F,France,Nord,Bikes,Road Bikes,"Road-250 Red, 44",1,1519,2443,606,1519,2125
23/10/2012,23,October,2012,42,Adults (35-64),M,Australia,South Australia,Bikes,Mountain Bikes,"Mountain-200 Black, 38",2,1252,2295,1260,2504,3764
27/10/2011,27,October,2011,30,Young Adults (25-34),M,Canada,British Columbia,Bikes,Road Bikes,"Road-750 Black, 52",1,344,540,191,344,535
20/12/2013,20,December,2013,25,Young Adults (25-34),F,Australia,New South Wales,Bikes,Touring Bikes,"Touring-1000 Blue, 50",1,1482,2384,592,1482,2074
5/7/2014,5,July,2014,24,Youth (<25),F,United Kingdom,England,Accessories,Tires and Tubes,Mountain Tire Tube,30,2,5,84,60,144
6/2/2011,6,February,2011,19,Youth (<25),M,Canada,British Columbia,Bikes,Road Bikes,"Road-150 Red, 56",2,2171,3578,2742,4342,7084
19/1/2014,19,January,2014,26,Young Adults (25-34),M,United Kingdom,England,Accessories,Tires and Tubes,LL Road Tire,30,8,21,365,240,605
8/7/2016,8,July,2016,58,Adults (35-64),M,Australia,New South Wales,Accessories,Tires and Tubes,ML Road Tire,27,9,25,344,243,587
10/8/2013,10,August,2013,34,Young Adults (25-34),F,Canada,British Columbia,Accessories,Tires and Tubes,Mountain Tire Tube,30,2,5,89,60,149
4/5/2012,4,May,2012,35,Adults (35-64),M,Australia,New South Wales,Bikes,Mountain Bikes,"Mountain-200 Black, 42",2,1252,2295,1489,2504,3993
11/8/2015,11,August,2015,56,Adults (35-64),M,Australia,Tasmania,Accessories,Helmets,"Sport-100 Helmet, Blue",14,13,35,215,182,397
9/8/2011,9,August,2011,24,Youth (<25),M,Australia,New South Wales,Bikes,Mountain Bikes,"Mountain-200 Black, 38",2,1252,2295,1489,2504,3993
22/11/2013,22,November,2013,64,Adults (35-64),M,United States,California,Accessories,Cleaners,Bike Wash - Dissolver,26,3,8,126,78,204
1/2/2016,1,February,2016,42,Adults (35-64),M,Canada,British Columbia,Accessories,Helmets,"Sport-100 Helmet, Black",17,13,35,368,221,589
6/11/2015,6,November,2015,34,Young Adults (25-34),M,United States,Washington,Accessories,Helmets,"Sport-100 Helmet, Black",6,13,35,86,78,164
19/1/2014,19,January,2014,27,Young Adults (25-34),F,United States,California,Accessories,Fenders,Fender Set - Mountain,3,8,22,41,24,65
16/5/2016,16,May,2016,29,Young Adults (25-34),F,United States,South Carolina,Accessories,Bottles and Cages,Mountain Bottle Cage,1,4,10,4,4,8
5/11/2013,5,November,2013,18,Youth (<25),M,United States,California,Clothing,Shorts,"Women's Mountain Shorts, L",13,26,70,554,338,892
29/5/2014,29,May,2014,33,Young Adults (25-34),M,Germany,Saarland,Bikes,Mountain Bikes,"Mountain-200 Silver, 38",1,1266,2320,636,1266,1902
18/6/2014,18,June,2014,36,Adults (35-64),M,France,Seine (Paris),Bikes,Touring Bikes,"Touring-1000 Blue, 54",1,1482,2384,473,1482,1955
25/1/2014,25,January,2014,39,Adults (35-64),M,United Kingdom,England,Clothing,Caps,AWC Logo Cap,15,7,9,25,105,130
22/6/2016,22,June,2016,42,Adults (35-64),M,Germany,Nordrhein-Westfalen,Accessories,Helmets,"Sport-100 Helmet, Red",23,13,35,401,299,700
9/5/2014,9,May,2014,48,Adults (35-64),M,Australia,New South Wales,Accessories,Helmets,"Sport-100 Helmet, Black",20,13,35,349,260,609
13/9/2015,13,September,2015,28,Young Adults (25-34),M,United Kingdom,England,Accessories,Bottles and Cages,Water Bottle - 30 oz.,26,2,5,73,52,125
2/12/2013,2,December,2013,27,Young Adults (25-34),F,Canada,British Columbia,Accessories,Bottles and Cages,Mountain Bottle Cage,12,4,10,71,48,119
24/8/2015,24,August,2015,38,Adults (35-64),M,Canada,British Columbia,Accessories,Tires and Tubes,ML Road Tire,6,9,25,95,54,149
3/6/2014,3,June,2014,29,Young Adults (25-34),M,United States,California,Bikes,Road Bikes,"Road-150 Red, 52",1,2171,3578,1335,2171,3506
3/5/2012,3,May,2012,42,Adults (35-64),M,United States,California,Bikes,Road Bikes,"Road-750 Black, 44",2,344,540,370,688,1058
28/9/2015,28,September,2015,37,Adults (35-64),M,France,Val de Marne,Accessories,Tires and Tubes,Touring Tire Tube,4,2,5,8,8,16
19/4/2014,19,April,2014,49,Adults (35-64),M,Australia,South Australia,Accessories,Tires and Tubes,Mountain Tire Tube,10,2,5,21,20,41
26/1/2016,26,January,2016,54,Adults (35-64),M,Germany,Hamburg,Accessories,Helmets,"Sport-100 Helmet, Blue",8,13,35,156,104,260
12/9/2015,12,September,2015,50,Adults (35-64),M,Canada,British Columbia,Clothing,Gloves,"Half-Finger Gloves, M",9,9,24,133,81,214
2/4/2013,2,April,2013,34,Young Adults (25-34),M,United Kingdom,England,Bikes,Mountain Bikes,"Mountain-400-W Silver, 42",1,420,769,318,420,738
21/4/2014,21,April,2014,56,Adults (35-64),F,Australia,New South Wales,Clothing,Shorts,"Women's Mountain Shorts, S",3,26,70,105,78,183
30/11/2015,30,November,2015,32,Young Adults (25-34),M,United Kingdom,England,Accessories,Tires and Tubes,Touring Tire Tube,2,2,5,6,4,10
2/12/2013,2,December,2013,19,Youth (<25),F,United States,California,Accessories,Tires and Tubes,Patch Kit/8 Patches,3,1,2,3,3,6
20/6/2014,20,June,2014,33,Young Adults (25-34),F,United States,Oregon,Bikes,Touring Bikes,"Touring-1000 Yellow, 50",1,1482,2384,568,1482,2050
23/7/2014,23,July,2014,56,Adults (35-64),M,Australia,Victoria,Accessories,Tires and Tubes,ML Road Tire,5,9,25,54,45,99
23/3/2014,23,March,2014,46,Adults (35-64),M,United States,California,Bikes,Road Bikes,"Road-150 Red, 52",1,2171,3578,1335,2171,3506
2/4/2013,2,April,2013,38,Adults (35-64),F,Australia,South Australia,Bikes,Mountain Bikes,"Mountain-200 Black, 42",1,1252,2295,630,1252,1882
19/8/2015,19,August,2015,55,Adults (35-64),M,United States,California,Accessories,Bike Racks,Hitch Rack - 4-Bike,9,45,120,653,405,1058
9/3/2016,9,March,2016,45,Adults (35-64),F,United States,California,Bikes,Road Bikes,"Road-750 Black, 52",1,344,540,185,344,529
8/4/2016,8,April,2016,24,Youth (<25),F,Australia,New South Wales,Accessories,Tires and Tubes,Patch Kit/8 Patches,20,1,2,15,20,35
31/8/2013,31,August,2013,40,Adults (35-64),M,United States,Washington,Accessories,Helmets,"Sport-100 Helmet, Blue",1,13,35,14,13,27
28/1/2016,28,January,2016,34,Young Adults (25-34),M,Canada,British Columbia,Accessories,Tires and Tubes,Patch Kit/8 Patches,14,1,2,14,14,28
23/10/2013,23,October,2013,19,Youth (<25),M,Germany,Nordrhein-Westfalen,Accessories,Tires and Tubes,Touring Tire Tube,6,2,5,14,12,26
15/2/2016,15,February,2016,53,Adults (35-64),F,Canada,British Columbia,Clothing,Shorts,"Women's Mountain Shorts, L",1,26,70,43,26,69
16/5/2016,16,May,2016,35,Adults (35-64),M,United States,Oregon,Bikes,Mountain Bikes,"Mountain-200 Black, 46",3,1252,2295,2165,3756,5921
3/9/2015,3,September,2015,37,Adults (35-64),F,United States,California,Accessories,Fenders,Fender Set - Mountain,28,8,22,380,224,604
21/12/2013,21,December,2013,,,M,France,Loiret,Accessories,Bottles and Cages,Water Bottle - 30 oz.,24,2,5,59,48,107
20/7/2013,20,July,2013,36,Adults (35-64),M,Australia,New South Wales,Bikes,Road Bikes,"Road-550-W Yellow, 48",1,713,1120,261,713,974
26/10/2013,26,October,2013,34,Young Adults (25-34),M,France,Hauts de Seine,Accessories,Tires and Tubes,Patch Kit/8 Patches,8,1,2,7,8,15
28/6/2016,28,June,2016,20,Youth (<25),F,France,Loir et Cher,Accessories,Bottles and Cages,Water Bottle - 30 oz.,18,2,5,44,36,80
7/9/2013,7,September,2013,27,Young Adults (25-34),M,United States,Washington,Accessories,Tires and Tubes,Patch Kit/8 Patches,6,1,2,3,6,9
8/9/2013,8,September,2013,24,Youth (<25),F,United Kingdom,England,Clothing,Caps,AWC Logo Cap,3,7,9,5,21,26
5/1/2016,5,January,2016,48,Adults (35-64),F,United Kingdom,England,Bikes,Mountain Bikes,"Mountain-200 Silver, 46",1,1266,2320,961,1266,2227
11/2/2014,11,February,2014,39,Adults (35-64),F,Australia,New South Wales,Accessories,Tires and Tubes,HL Road Tire,3,12,33,50,36,86
3/6/2014,3,June,2014,19,Youth (<25),M,Australia,Queensland,Bikes,Touring Bikes,"Touring-3000 Yellow, 54",1,461,742,162,461,623
10/1/2016,10,January,2016,49,Adults (35-64),F,United Kingdom,England,Accessories,Helmets,"Sport-100 Helmet, Black",18,13,35,371,234,605
30/3/2014,30,March,2014,35,Adults (35-64),M,Canada,British Columbia,Accessories,Tires and Tubes,Mountain Tire Tube,27,2,5,80,54,134
16/12/2015,16,December,2015,19,Youth (<25),F,France,Hauts de Seine,Accessories,Tires and Tubes,LL Road Tire,23,8,21,265,184,449
29/1/2016,29,January,2016,34,Young Adults (25-34),M,United States,California,Clothing,Gloves,"Half-Finger Gloves, M",22,9,24,319,198,517
11/5/2013,11,May,2013,35,Adults (35-64),F,United Kingdom,England,Bikes,Road Bikes,"Road-750 Black, 44",1,344,540,174,344,518
28/4/2016,28,April,2016,29,Young Adults (25-34),F,Germany,Nordrhein-Westfalen,Accessories,Helmets,"Sport-100 Helmet, Red",28,13,35,489,364,853
24/8/2013,24,August,2013,32,Young Adults (25-34),F,United States,California,Accessories,Bottles and Cages,Mountain Bottle Cage,14,4,10,81,56,137
24/6/2014,24,June,2014,19,Youth (<25),M,Australia,Queensland,Bikes,Touring Bikes,"Touring-3000 Yellow, 54",1,461,742,162,461,623
5/9/2011,5,September,2011,35,Adults (35-64),F,France,Nord,Bikes,Road Bikes,"Road-250 Black, 48",3,1555,2443,1711,4665,6376
16/6/2014,16,June,2014,57,Adults (35-64),M,Canada,British Columbia,Accessories,Tires and Tubes,Patch Kit/8 Patches,10,1,2,10,10,20
30/1/2016,30,January,2016,41,Adults (35-64),F,United Kingdom,England,Accessories,Bottles and Cages,Mountain Bottle Cage,2,4,10,11,8,19
28/4/2014,28,April,2014,34,Young Adults (25-34),F,Canada,British Columbia,Accessories,Hydration Packs,Hydration Pack - 70 oz.,24,21,55,803,504,1307
19/4/2016,19,April,2016,32,Young Adults (25-34),M,France,Seine (Paris),Accessories,Bike Stands,All-Purpose Bike Stand,3,59,159,214,177,391
19/1/2014,19,January,2014,41,Adults (35-64),M,Germany,Hamburg,Accessories,Tires and Tubes,Touring Tire Tube,14,2,5,37,28,65
28/3/2016,28,March,2016,28,Young Adults (25-34),F,Germany,Saarland,Accessories,Bottles and Cages,Water Bottle - 30 oz.,14,2,5,29,28,57
9/7/2015,9,July,2015,25,Young Adults (25-34),F,France,Hauts de Seine,Bikes,Road Bikes,"Road-750 Black, 44",2,344,540,316,688,1004
20/2/2016,20,February,2016,44,Adults (35-64),M,United Kingdom,England,Accessories,Tires and Tubes,Mountain Tire Tube,29,2,5,81,58,139
18/12/2013,18,December,2013,43,Adults (35-64),F,United States,California,Accessories,Tires and Tubes,Mountain Tire Tube,22,2,5,64,44,108
4/10/2011,4,October,2011,45,Adults (35-64),F,United States,California,Bikes,Road Bikes,"Road-750 Black, 52",2,344,540,370,688,1058
30/10/2013,30,October,2013,42,Adults (35-64),F,United States,Washington,Accessories,Tires and Tubes,Touring Tire Tube,22,2,5,42,44,86
20/4/2016,20,April,2016,35,Adults (35-64),M,Australia,Victoria,Accessories,Helmets,"Sport-100 Helmet, Black",10,13,35,147,130,277
24/10/2013,24,October,2013,34,Young Adults (25-34),F,United States,Washington,Accessories,Bottles and Cages,Water Bottle - 30 oz.,14,2,5,27,28,55
13/4/2016,13,April,2016,36,Adults (35-64),F,United States,Oregon,Accessories,Helmets,"Sport-100 Helmet, Red",23,13,35,393,299,692
19/5/2014,19,May,2014,37,Adults (35-64),F,United Kingdom,England,Bikes,Road Bikes,"Road-250 Red, 58",1,1555,2443,790,1555,2345
20/4/2016,20,April,2016,54,Adults (35-64),M,France,Hauts de Seine,Bikes,Mountain Bikes,"Mountain-500 Silver, 44",1,308,565,217,308,525
8/10/2013,8,October,2013,21,Youth (<25),F,Australia,New South Wales,Accessories,Helmets,"Sport-100 Helmet, Blue",25,13,35,436,325,761
20/1/2016,20,January,2016,44,Adults (35-64),M,Germany,Bayern,Accessories,Bottles and Cages,Road Bottle Cage,10,3,9,59,30,89
18/8/2013,18,August,2013,31,Young Adults (25-34),F,Canada,British Columbia,Accessories,Bottles and Cages,Water Bottle - 30 oz.,27,2,5,80,54,134
12/4/2016,12,April,2016,39,Adults (35-64),F,Canada,British Columbia,Clothing,Jerseys,"Short-Sleeve Classic Jersey, S",20,42,54,229,840,1069
1/8/2013,1,August,2013,21,Youth (<25),F,United States,California,Accessories,Hydration Packs,Hydration Pack - 70 oz.,7,21,55,230,147,377
6/11/2015,6,November,2015,52,Adults (35-64),F,France,Yveline,Accessories,Tires and Tubes,Touring Tire Tube,4,2,5,7,8,15
30/4/2011,30,April,2011,29,Young Adults (25-34),F,United States,California,Bikes,Road Bikes,"Road-150 Red, 52",2,2171,3578,2671,4342,7013
22/5/2016,22,May,2016,35,Adults (35-64),M,Australia,Victoria,Accessories,Tires and Tubes,Patch Kit/8 Patches,16,1,2,9,16,25
7/12/2013,7,December,2013,42,Adults (35-64),F,United States,California,Clothing,Gloves,"Half-Finger Gloves, L",10,9,24,145,90,235
24/2/2016,24,February,2016,28,Young Adults (25-34),M,United Kingdom,England,Accessories,Tires and Tubes,Touring Tire Tube,3,2,5,8,6,14
29/1/2014,29,January,2014,42,Adults (35-64),F,United States,California,Accessories,Bottles and Cages,Mountain Bottle Cage,12,4,10,70,48,118
25/1/2016,25,January,2016,26,Young Adults (25-34),M,United Kingdom,England,Clothing,Jerseys,"Long-Sleeve Logo Jersey, M",15,38,50,150,570,720
21/9/2013,21,September,2013,31,Young Adults (25-34),M,France,Loiret,Accessories,Tires and Tubes,Patch Kit/8 Patches,19,1,2,15,19,34
11/8/2012,11,August,2012,27,Young Adults (25-34),F,Australia,New South Wales,Bikes,Road Bikes,"Road-550-W Yellow, 48",2,713,1120,523,1426,1949
8/11/2015,8,November,2015,23,Youth (<25),F,United States,California,Bikes,Mountain Bikes,"Mountain-400-W Silver, 38",1,420,769,334,420,754
19/8/2015,19,August,2015,35,Adults (35-64),M,Canada,British Columbia,Accessories,Tires and Tubes,Mountain Tire Tube,18,2,5,53,36,89
17/7/2016,17,July,2016,35,Adults (35-64),F,Australia,New South Wales,Accessories,Helmets,"Sport-100 Helmet, Black",19,13,35,332,247,579
26/10/2013,26,October,2013,22,Youth (<25),F,Germany,Nordrhein-Westfalen,Accessories,Bottles and Cages,Mountain Bottle Cage,3,4,10,14,12,26
15/3/2016,15,March,2016,23,Youth (<25),M,United States,Oregon,Accessories,Tires and Tubes,ML Road Tire,20,9,25,250,180,430
